"","Name","UF","Year","Month","date","totalcase","case0to19","time"
"2402","33 Rio de Janeiro",33,2017,5,"2017-05-01",1158,280,197
"2417","35 São Paulo",35,2017,5,"2017-05-01",632,197,197
"2442","41 Paraná",41,2017,5,"2017-05-01",144,48,197
"2466","42 Santa Catarina",42,2017,5,"2017-05-01",16,3,197
"2487","43 Rio Grande do Sul",43,2017,5,"2017-05-01",11,1,197
"2497","50 Mato Grosso do Sul",50,2017,5,"2017-05-01",149,37,197
"2517","51 Mato Grosso",51,2017,5,"2017-05-01",891,281,197
"2539","52 Goiás",52,2017,5,"2017-05-01",12360,2756,197
"2555","53 Distrito Federal",53,2017,5,"2017-05-01",897,221,197
"2574","11 Rondônia",11,2017,6,"2017-06-01",65,27,198
"2592","12 Acre",12,2017,6,"2017-06-01",60,14,198
"2616","13 Amazonas",13,2017,6,"2017-06-01",203,61,198
"2624","14 Roraima",14,2017,6,"2017-06-01",41,25,198
"2655","15 Pará",15,2017,6,"2017-06-01",244,91,198
"2670","16 Amapá",16,2017,6,"2017-06-01",42,11,198
"2687","17 Tocantins",17,2017,6,"2017-06-01",318,90,198
"2708","21 Maranhão",21,2017,6,"2017-06-01",482,165,198
"2720","22 Piauí",22,2017,6,"2017-06-01",844,216,198
"2753","23 Ceará",23,2017,6,"2017-06-01",2721,776,198
"2763","24 Rio Grande do Norte",24,2017,6,"2017-06-01",634,153,198
"2781","25 Paraíba",25,2017,6,"2017-06-01",368,88,198
"2802","26 Pernambuco",26,2017,6,"2017-06-01",1151,470,198
"2814","27 Alagoas",27,2017,6,"2017-06-01",523,148,198
"2841","28 Sergipe",28,2017,6,"2017-06-01",44,17,198
"2859","29 Bahia",29,2017,6,"2017-06-01",599,184,198
"2881","31 Minas Gerais",31,2017,6,"2017-06-01",1455,396,198
"2899","32 Espírito Santo",32,2017,6,"2017-06-01",484,157,198
"2915","33 Rio de Janeiro",33,2017,6,"2017-06-01",781,199,198
"2930","35 São Paulo",35,2017,6,"2017-06-01",398,119,198
"2955","41 Paraná",41,2017,6,"2017-06-01",80,23,198
"2979","42 Santa Catarina",42,2017,6,"2017-06-01",11,1,198
"3000","43 Rio Grande do Sul",43,2017,6,"2017-06-01",3,0,198
"3010","50 Mato Grosso do Sul",50,2017,6,"2017-06-01",100,38,198
"3030","51 Mato Grosso",51,2017,6,"2017-06-01",543,185,198
"3052","52 Goiás",52,2017,6,"2017-06-01",7249,1674,198
"3068","53 Distrito Federal",53,2017,6,"2017-06-01",678,220,198
"3087","11 Rondônia",11,2017,7,"2017-07-01",44,12,199
"3105","12 Acre",12,2017,7,"2017-07-01",56,22,199
"3129","13 Amazonas",13,2017,7,"2017-07-01",216,65,199
"3137","14 Roraima",14,2017,7,"2017-07-01",39,22,199
"3168","15 Pará",15,2017,7,"2017-07-01",212,72,199
"3183","16 Amapá",16,2017,7,"2017-07-01",23,10,199
"3200","17 Tocantins",17,2017,7,"2017-07-01",139,30,199
"3221","21 Maranhão",21,2017,7,"2017-07-01",277,74,199
"3233","22 Piauí",22,2017,7,"2017-07-01",476,97,199
"3266","23 Ceará",23,2017,7,"2017-07-01",1293,379,199
"3276","24 Rio Grande do Norte",24,2017,7,"2017-07-01",486,135,199
"3294","25 Paraíba",25,2017,7,"2017-07-01",372,110,199
"3315","26 Pernambuco",26,2017,7,"2017-07-01",760,273,199
"3327","27 Alagoas",27,2017,7,"2017-07-01",289,88,199
"3354","28 Sergipe",28,2017,7,"2017-07-01",28,9,199
"3372","29 Bahia",29,2017,7,"2017-07-01",534,197,199
"3394","31 Minas Gerais",31,2017,7,"2017-07-01",590,157,199
"3412","32 Espírito Santo",32,2017,7,"2017-07-01",274,90,199
"3428","33 Rio de Janeiro",33,2017,7,"2017-07-01",560,136,199
"3443","35 São Paulo",35,2017,7,"2017-07-01",297,71,199
"3468","41 Paraná",41,2017,7,"2017-07-01",58,17,199
"3492","42 Santa Catarina",42,2017,7,"2017-07-01",6,4,199
"3513","43 Rio Grande do Sul",43,2017,7,"2017-07-01",6,2,199
"3523","50 Mato Grosso do Sul",50,2017,7,"2017-07-01",70,21,199
"3543","51 Mato Grosso",51,2017,7,"2017-07-01",314,96,199
"3565","52 Goiás",52,2017,7,"2017-07-01",2621,650,199
"3581","53 Distrito Federal",53,2017,7,"2017-07-01",147,68,199
"3600","11 Rondônia",11,2017,8,"2017-08-01",49,14,200
"3618","12 Acre",12,2017,8,"2017-08-01",48,10,200
"3642","13 Amazonas",13,2017,8,"2017-08-01",242,95,200
"3650","14 Roraima",14,2017,8,"2017-08-01",21,15,200
"3681","15 Pará",15,2017,8,"2017-08-01",225,67,200
"3696","16 Amapá",16,2017,8,"2017-08-01",19,9,200
"3713","17 Tocantins",17,2017,8,"2017-08-01",106,34,200
"3734","21 Maranhão",21,2017,8,"2017-08-01",247,80,200
"3746","22 Piauí",22,2017,8,"2017-08-01",245,57,200
"3779","23 Ceará",23,2017,8,"2017-08-01",608,157,200
"3789","24 Rio Grande do Norte",24,2017,8,"2017-08-01",648,203,200
"3807","25 Paraíba",25,2017,8,"2017-08-01",452,110,200
"3828","26 Pernambuco",26,2017,8,"2017-08-01",679,316,200
"3840","27 Alagoas",27,2017,8,"2017-08-01",223,76,200
"3867","28 Sergipe",28,2017,8,"2017-08-01",35,9,200
"3885","29 Bahia",29,2017,8,"2017-08-01",428,152,200
"3907","31 Minas Gerais",31,2017,8,"2017-08-01",496,166,200
"3925","32 Espírito Santo",32,2017,8,"2017-08-01",261,98,200
"3941","33 Rio de Janeiro",33,2017,8,"2017-08-01",349,70,200
"3956","35 São Paulo",35,2017,8,"2017-08-01",403,122,200
"3981","41 Paraná",41,2017,8,"2017-08-01",95,30,200
"4005","42 Santa Catarina",42,2017,8,"2017-08-01",4,2,200
"4026","43 Rio Grande do Sul",43,2017,8,"2017-08-01",4,1,200
"4036","50 Mato Grosso do Sul",50,2017,8,"2017-08-01",81,24,200
"4056","51 Mato Grosso",51,2017,8,"2017-08-01",289,99,200
"4078","52 Goiás",52,2017,8,"2017-08-01",1729,543,200
"4094","53 Distrito Federal",53,2017,8,"2017-08-01",119,71,200
"4113","11 Rondônia",11,2017,9,"2017-09-01",52,15,201
"4131","12 Acre",12,2017,9,"2017-09-01",40,10,201
"4155","13 Amazonas",13,2017,9,"2017-09-01",288,89,201
"4163","14 Roraima",14,2017,9,"2017-09-01",12,8,201
"4194","15 Pará",15,2017,9,"2017-09-01",163,54,201
"4209","16 Amapá",16,2017,9,"2017-09-01",22,11,201
"4226","17 Tocantins",17,2017,9,"2017-09-01",60,20,201
"4247","21 Maranhão",21,2017,9,"2017-09-01",136,42,201
"4259","22 Piauí",22,2017,9,"2017-09-01",129,39,201
"4292","23 Ceará",23,2017,9,"2017-09-01",369,101,201
"4302","24 Rio Grande do Norte",24,2017,9,"2017-09-01",480,199,201
"4320","25 Paraíba",25,2017,9,"2017-09-01",311,93,201
"4341","26 Pernambuco",26,2017,9,"2017-09-01",482,192,201
"4353","27 Alagoas",27,2017,9,"2017-09-01",163,46,201
"4380","28 Sergipe",28,2017,9,"2017-09-01",55,18,201
"4398","29 Bahia",29,2017,9,"2017-09-01",317,120,201
"4420","31 Minas Gerais",31,2017,9,"2017-09-01",534,193,201
"4438","32 Espírito Santo",32,2017,9,"2017-09-01",190,71,201
"4454","33 Rio de Janeiro",33,2017,9,"2017-09-01",335,115,201
"4469","35 São Paulo",35,2017,9,"2017-09-01",686,210,201
"4494","41 Paraná",41,2017,9,"2017-09-01",193,66,201
"4518","42 Santa Catarina",42,2017,9,"2017-09-01",10,1,201
"4539","43 Rio Grande do Sul",43,2017,9,"2017-09-01",8,3,201
"4549","50 Mato Grosso do Sul",50,2017,9,"2017-09-01",115,42,201
"4569","51 Mato Grosso",51,2017,9,"2017-09-01",201,51,201
"4591","52 Goiás",52,2017,9,"2017-09-01",1525,576,201
"4607","53 Distrito Federal",53,2017,9,"2017-09-01",123,64,201
"4626","11 Rondônia",11,2017,10,"2017-10-01",37,14,202
"4644","12 Acre",12,2017,10,"2017-10-01",122,39,202
"4668","13 Amazonas",13,2017,10,"2017-10-01",131,37,202
"4676","14 Roraima",14,2017,10,"2017-10-01",10,9,202
"4707","15 Pará",15,2017,10,"2017-10-01",196,66,202
"4722","16 Amapá",16,2017,10,"2017-10-01",25,3,202
"4739","17 Tocantins",17,2017,10,"2017-10-01",95,33,202
"4760","21 Maranhão",21,2017,10,"2017-10-01",104,51,202
"4772","22 Piauí",22,2017,10,"2017-10-01",73,18,202
"4805","23 Ceará",23,2017,10,"2017-10-01",284,93,202
"4815","24 Rio Grande do Norte",24,2017,10,"2017-10-01",428,159,202
"4833","25 Paraíba",25,2017,10,"2017-10-01",316,81,202
"4854","26 Pernambuco",26,2017,10,"2017-10-01",401,152,202
"4866","27 Alagoas",27,2017,10,"2017-10-01",144,49,202
"4893","28 Sergipe",28,2017,10,"2017-10-01",39,15,202
"4911","29 Bahia",29,2017,10,"2017-10-01",349,133,202
"4933","31 Minas Gerais",31,2017,10,"2017-10-01",667,214,202
"4951","32 Espírito Santo",32,2017,10,"2017-10-01",214,61,202
"4967","33 Rio de Janeiro",33,2017,10,"2017-10-01",448,159,202
"4982","35 São Paulo",35,2017,10,"2017-10-01",968,312,202
"5007","41 Paraná",41,2017,10,"2017-10-01",171,59,202
"5031","42 Santa Catarina",42,2017,10,"2017-10-01",14,2,202
"5052","43 Rio Grande do Sul",43,2017,10,"2017-10-01",15,5,202
"5062","50 Mato Grosso do Sul",50,2017,10,"2017-10-01",164,64,202
"5082","51 Mato Grosso",51,2017,10,"2017-10-01",259,75,202
"5104","52 Goiás",52,2017,10,"2017-10-01",2052,793,202
"5120","53 Distrito Federal",53,2017,10,"2017-10-01",106,62,202
"5139","11 Rondônia",11,2017,11,"2017-11-01",85,25,203
"5157","12 Acre",12,2017,11,"2017-11-01",223,59,203
"5181","13 Amazonas",13,2017,11,"2017-11-01",148,51,203
"5189","14 Roraima",14,2017,11,"2017-11-01",8,4,203
"5220","15 Pará",15,2017,11,"2017-11-01",197,50,203
"5235","16 Amapá",16,2017,11,"2017-11-01",23,6,203
"5252","17 Tocantins",17,2017,11,"2017-11-01",96,23,203
"5273","21 Maranhão",21,2017,11,"2017-11-01",123,56,203
"5285","22 Piauí",22,2017,11,"2017-11-01",56,18,203
"5318","23 Ceará",23,2017,11,"2017-11-01",313,104,203
"5328","24 Rio Grande do Norte",24,2017,11,"2017-11-01",422,163,203
"5346","25 Paraíba",25,2017,11,"2017-11-01",269,82,203
"5367","26 Pernambuco",26,2017,11,"2017-11-01",350,137,203
"5379","27 Alagoas",27,2017,11,"2017-11-01",141,30,203
"5406","28 Sergipe",28,2017,11,"2017-11-01",36,16,203
"5424","29 Bahia",29,2017,11,"2017-11-01",317,121,203
"5446","31 Minas Gerais",31,2017,11,"2017-11-01",696,209,203
"5464","32 Espírito Santo",32,2017,11,"2017-11-01",209,73,203
"5480","33 Rio de Janeiro",33,2017,11,"2017-11-01",499,188,203
"5495","35 São Paulo",35,2017,11,"2017-11-01",946,292,203
"5520","41 Paraná",41,2017,11,"2017-11-01",194,58,203
"5544","42 Santa Catarina",42,2017,11,"2017-11-01",17,4,203
"5565","43 Rio Grande do Sul",43,2017,11,"2017-11-01",13,3,203
"5575","50 Mato Grosso do Sul",50,2017,11,"2017-11-01",322,111,203
"5595","51 Mato Grosso",51,2017,11,"2017-11-01",352,124,203
"5617","52 Goiás",52,2017,11,"2017-11-01",1946,618,203
"5633","53 Distrito Federal",53,2017,11,"2017-11-01",131,77,203
"5652","11 Rondônia",11,2017,12,"2017-12-01",155,47,204
"5670","12 Acre",12,2017,12,"2017-12-01",339,87,204
"5694","13 Amazonas",13,2017,12,"2017-12-01",152,47,204
"5702","14 Roraima",14,2017,12,"2017-12-01",7,0,204
"5733","15 Pará",15,2017,12,"2017-12-01",205,53,204
"5748","16 Amapá",16,2017,12,"2017-12-01",28,6,204
"5765","17 Tocantins",17,2017,12,"2017-12-01",130,28,204
"5786","21 Maranhão",21,2017,12,"2017-12-01",159,71,204
"5798","22 Piauí",22,2017,12,"2017-12-01",105,30,204
"5831","23 Ceará",23,2017,12,"2017-12-01",391,118,204
"5841","24 Rio Grande do Norte",24,2017,12,"2017-12-01",348,112,204
"5859","25 Paraíba",25,2017,12,"2017-12-01",170,50,204
"5880","26 Pernambuco",26,2017,12,"2017-12-01",385,156,204
"5892","27 Alagoas",27,2017,12,"2017-12-01",96,36,204
"5919","28 Sergipe",28,2017,12,"2017-12-01",17,6,204
"5937","29 Bahia",29,2017,12,"2017-12-01",533,141,204
"5959","31 Minas Gerais",31,2017,12,"2017-12-01",1258,351,204
"5977","32 Espírito Santo",32,2017,12,"2017-12-01",412,152,204
"5993","33 Rio de Janeiro",33,2017,12,"2017-12-01",721,234,204
"6008","35 São Paulo",35,2017,12,"2017-12-01",939,234,204
"6033","41 Paraná",41,2017,12,"2017-12-01",209,72,204
"6057","42 Santa Catarina",42,2017,12,"2017-12-01",16,2,204
"6078","43 Rio Grande do Sul",43,2017,12,"2017-12-01",31,10,204
"6088","50 Mato Grosso do Sul",50,2017,12,"2017-12-01",319,99,204
"6108","51 Mato Grosso",51,2017,12,"2017-12-01",632,225,204
"6130","52 Goiás",52,2017,12,"2017-12-01",2045,563,204
"6146","53 Distrito Federal",53,2017,12,"2017-12-01",166,57,204
"2","11 Rondônia",11,2018,1,"2018-01-01",99,32,205
"30","12 Acre",12,2018,1,"2018-01-01",480,134,205
"45","13 Amazonas",13,2018,1,"2018-01-01",263,68,205
"58","14 Roraima",14,2018,1,"2018-01-01",1,0,205
"77","15 Pará",15,2018,1,"2018-01-01",268,84,205
"102","16 Amapá",16,2018,1,"2018-01-01",68,14,205
"115","17 Tocantins",17,2018,1,"2018-01-01",182,54,205
"138","21 Maranhão",21,2018,1,"2018-01-01",212,63,205
"159","22 Piauí",22,2018,1,"2018-01-01",217,41,205
"172","23 Ceará",23,2018,1,"2018-01-01",286,68,205
"196","24 Rio Grande do Norte",24,2018,1,"2018-01-01",388,152,205
"218","25 Paraíba",25,2018,1,"2018-01-01",260,69,205
"236","26 Pernambuco",26,2018,1,"2018-01-01",504,178,205
"251","27 Alagoas",27,2018,1,"2018-01-01",162,42,205
"268","28 Sergipe",28,2018,1,"2018-01-01",10,5,205
"288","29 Bahia",29,2018,1,"2018-01-01",589,163,205
"310","31 Minas Gerais",31,2018,1,"2018-01-01",2064,498,205
"326","32 Espírito Santo",32,2018,1,"2018-01-01",423,127,205
"347","33 Rio de Janeiro",33,2018,1,"2018-01-01",1309,266,205
"367","35 São Paulo",35,2018,1,"2018-01-01",1259,284,205
"388","41 Paraná",41,2018,1,"2018-01-01",166,38,205
"409","42 Santa Catarina",42,2018,1,"2018-01-01",19,3,205
"430","43 Rio Grande do Sul",43,2018,1,"2018-01-01",21,5,205
"447","50 Mato Grosso do Sul",50,2018,1,"2018-01-01",491,122,205
"467","51 Mato Grosso",51,2018,1,"2018-01-01",1455,440,205
"488","52 Goiás",52,2018,1,"2018-01-01",8421,1840,205
"505","53 Distrito Federal",53,2018,1,"2018-01-01",218,97,205
"515","11 Rondônia",11,2018,2,"2018-02-01",75,23,206
"543","12 Acre",12,2018,2,"2018-02-01",409,123,206
"558","13 Amazonas",13,2018,2,"2018-02-01",295,87,206
"571","14 Roraima",14,2018,2,"2018-02-01",0,0,206
"590","15 Pará",15,2018,2,"2018-02-01",446,106,206
"615","16 Amapá",16,2018,2,"2018-02-01",90,26,206
"628","17 Tocantins",17,2018,2,"2018-02-01",165,44,206
"651","21 Maranhão",21,2018,2,"2018-02-01",209,58,206
"672","22 Piauí",22,2018,2,"2018-02-01",199,56,206
"685","23 Ceará",23,2018,2,"2018-02-01",446,109,206
"709","24 Rio Grande do Norte",24,2018,2,"2018-02-01",768,338,206
"731","25 Paraíba",25,2018,2,"2018-02-01",428,142,206
"749","26 Pernambuco",26,2018,2,"2018-02-01",647,272,206
"764","27 Alagoas",27,2018,2,"2018-02-01",129,38,206
"781","28 Sergipe",28,2018,2,"2018-02-01",9,3,206
"801","29 Bahia",29,2018,2,"2018-02-01",674,173,206
"823","31 Minas Gerais",31,2018,2,"2018-02-01",2294,535,206
"839","32 Espírito Santo",32,2018,2,"2018-02-01",498,155,206
"860","33 Rio de Janeiro",33,2018,2,"2018-02-01",1623,342,206
"880","35 São Paulo",35,2018,2,"2018-02-01",1362,329,206
"901","41 Paraná",41,2018,2,"2018-02-01",142,33,206
"922","42 Santa Catarina",42,2018,2,"2018-02-01",22,6,206
"943","43 Rio Grande do Sul",43,2018,2,"2018-02-01",23,3,206
"960","50 Mato Grosso do Sul",50,2018,2,"2018-02-01",312,82,206
"980","51 Mato Grosso",51,2018,2,"2018-02-01",1341,465,206
"1001","52 Goiás",52,2018,2,"2018-02-01",11205,2533,206
"1018","53 Distrito Federal",53,2018,2,"2018-02-01",214,91,206
"1028","11 Rondônia",11,2018,3,"2018-03-01",55,9,207
"1056","12 Acre",12,2018,3,"2018-03-01",388,148,207
"1071","13 Amazonas",13,2018,3,"2018-03-01",328,91,207
"1084","14 Roraima",14,2018,3,"2018-03-01",2,1,207
"1103","15 Pará",15,2018,3,"2018-03-01",767,225,207
"1128","16 Amapá",16,2018,3,"2018-03-01",128,43,207
"1141","17 Tocantins",17,2018,3,"2018-03-01",281,81,207
"1164","21 Maranhão",21,2018,3,"2018-03-01",238,104,207
"1185","22 Piauí",22,2018,3,"2018-03-01",251,70,207
"1198","23 Ceará",23,2018,3,"2018-03-01",685,193,207
"1222","24 Rio Grande do Norte",24,2018,3,"2018-03-01",2172,1103,207
"1244","25 Paraíba",25,2018,3,"2018-03-01",731,258,207
"1262","26 Pernambuco",26,2018,3,"2018-03-01",1326,590,207
"1277","27 Alagoas",27,2018,3,"2018-03-01",139,44,207
"1294","28 Sergipe",28,2018,3,"2018-03-01",21,8,207
"1314","29 Bahia",29,2018,3,"2018-03-01",1096,291,207
"1336","31 Minas Gerais",31,2018,3,"2018-03-01",4601,1152,207
"1352","32 Espírito Santo",32,2018,3,"2018-03-01",1065,309,207
"1373","33 Rio de Janeiro",33,2018,3,"2018-03-01",2937,587,207
"1393","35 São Paulo",35,2018,3,"2018-03-01",2023,472,207
"1414","41 Paraná",41,2018,3,"2018-03-01",142,35,207
"1435","42 Santa Catarina",42,2018,3,"2018-03-01",18,6,207
"1456","43 Rio Grande do Sul",43,2018,3,"2018-03-01",18,4,207
"1473","50 Mato Grosso do Sul",50,2018,3,"2018-03-01",358,87,207
"1493","51 Mato Grosso",51,2018,3,"2018-03-01",1180,422,207
"1514","52 Goiás",52,2018,3,"2018-03-01",17207,3909,207
"1531","53 Distrito Federal",53,2018,3,"2018-03-01",234,88,207
"1541","11 Rondônia",11,2018,4,"2018-04-01",63,19,208
"1569","12 Acre",12,2018,4,"2018-04-01",301,91,208
"1584","13 Amazonas",13,2018,4,"2018-04-01",309,96,208
"1597","14 Roraima",14,2018,4,"2018-04-01",1,1,208
"1616","15 Pará",15,2018,4,"2018-04-01",635,198,208
"1641","16 Amapá",16,2018,4,"2018-04-01",143,34,208
"1654","17 Tocantins",17,2018,4,"2018-04-01",426,135,208
"1677","21 Maranhão",21,2018,4,"2018-04-01",462,149,208
"1698","22 Piauí",22,2018,4,"2018-04-01",215,61,208
"1711","23 Ceará",23,2018,4,"2018-04-01",839,207,208
"1735","24 Rio Grande do Norte",24,2018,4,"2018-04-01",4437,1916,208
"1757","25 Paraíba",25,2018,4,"2018-04-01",2079,684,208
"1775","26 Pernambuco",26,2018,4,"2018-04-01",1987,832,208
"1790","27 Alagoas",27,2018,4,"2018-04-01",189,70,208
"1807","28 Sergipe",28,2018,4,"2018-04-01",27,11,208
"1827","29 Bahia",29,2018,4,"2018-04-01",1947,572,208
"1849","31 Minas Gerais",31,2018,4,"2018-04-01",7336,1786,208
"1865","32 Espírito Santo",32,2018,4,"2018-04-01",1390,374,208
"1886","33 Rio de Janeiro",33,2018,4,"2018-04-01",2978,642,208
"1906","35 São Paulo",35,2018,4,"2018-04-01",2408,444,208
"1927","41 Paraná",41,2018,4,"2018-04-01",258,59,208
"1948","42 Santa Catarina",42,2018,4,"2018-04-01",37,8,208
"1969","43 Rio Grande do Sul",43,2018,4,"2018-04-01",13,2,208
"1986","50 Mato Grosso do Sul",50,2018,4,"2018-04-01",314,86,208
"2006","51 Mato Grosso",51,2018,4,"2018-04-01",852,284,208
"2027","52 Goiás",52,2018,4,"2018-04-01",16471,3744,208
"2044","53 Distrito Federal",53,2018,4,"2018-04-01",288,85,208
"2054","11 Rondônia",11,2018,5,"2018-05-01",59,12,209
"2082","12 Acre",12,2018,5,"2018-05-01",321,96,209
"2097","13 Amazonas",13,2018,5,"2018-05-01",205,66,209
"2110","14 Roraima",14,2018,5,"2018-05-01",2,1,209
"2129","15 Pará",15,2018,5,"2018-05-01",454,117,209
"2154","16 Amapá",16,2018,5,"2018-05-01",64,11,209
"2167","17 Tocantins",17,2018,5,"2018-05-01",344,114,209
"2190","21 Maranhão",21,2018,5,"2018-05-01",497,143,209
"2211","22 Piauí",22,2018,5,"2018-05-01",313,88,209
"2224","23 Ceará",23,2018,5,"2018-05-01",422,122,209
"2248","24 Rio Grande do Norte",24,2018,5,"2018-05-01",4471,1885,209
"2270","25 Paraíba",25,2018,5,"2018-05-01",2738,940,209
"2288","26 Pernambuco",26,2018,5,"2018-05-01",1431,663,209
"2303","27 Alagoas",27,2018,5,"2018-05-01",326,98,209
"2320","28 Sergipe",28,2018,5,"2018-05-01",43,17,209
"2340","29 Bahia",29,2018,5,"2018-05-01",1610,473,209
"2362","31 Minas Gerais",31,2018,5,"2018-05-01",4248,1062,209
"2378","32 Espírito Santo",32,2018,5,"2018-05-01",1336,338,209
"2399","33 Rio de Janeiro",33,2018,5,"2018-05-01",1791,411,209
"2419","35 São Paulo",35,2018,5,"2018-05-01",2136,399,209
"2440","41 Paraná",41,2018,5,"2018-05-01",180,38,209
"2461","42 Santa Catarina",42,2018,5,"2018-05-01",23,9,209
"2482","43 Rio Grande do Sul",43,2018,5,"2018-05-01",10,1,209
"2499","50 Mato Grosso do Sul",50,2018,5,"2018-05-01",291,68,209
"2519","51 Mato Grosso",51,2018,5,"2018-05-01",634,194,209
"2540","52 Goiás",52,2018,5,"2018-05-01",13878,3084,209
"2557","53 Distrito Federal",53,2018,5,"2018-05-01",288,90,209
"2567","11 Rondônia",11,2018,6,"2018-06-01",24,12,210
"2595","12 Acre",12,2018,6,"2018-06-01",184,56,210
"2610","13 Amazonas",13,2018,6,"2018-06-01",185,49,210
"2623","14 Roraima",14,2018,6,"2018-06-01",9,5,210
"2642","15 Pará",15,2018,6,"2018-06-01",226,63,210
"2667","16 Amapá",16,2018,6,"2018-06-01",35,11,210
"2680","17 Tocantins",17,2018,6,"2018-06-01",120,47,210
"2703","21 Maranhão",21,2018,6,"2018-06-01",130,39,210
"2724","22 Piauí",22,2018,6,"2018-06-01",217,34,210
"2737","23 Ceará",23,2018,6,"2018-06-01",389,82,210
"2761","24 Rio Grande do Norte",24,2018,6,"2018-06-01",3779,1715,210
"2783","25 Paraíba",25,2018,6,"2018-06-01",1727,601,210
"2801","26 Pernambuco",26,2018,6,"2018-06-01",1073,538,210
"2816","27 Alagoas",27,2018,6,"2018-06-01",277,88,210
"2833","28 Sergipe",28,2018,6,"2018-06-01",19,2,210
"2853","29 Bahia",29,2018,6,"2018-06-01",847,245,210
"2875","31 Minas Gerais",31,2018,6,"2018-06-01",1568,354,210
"2891","32 Espírito Santo",32,2018,6,"2018-06-01",1109,284,210
"2912","33 Rio de Janeiro",33,2018,6,"2018-06-01",1005,221,210
"2932","35 São Paulo",35,2018,6,"2018-06-01",1083,225,210
"2953","41 Paraná",41,2018,6,"2018-06-01",71,20,210
"2974","42 Santa Catarina",42,2018,6,"2018-06-01",11,2,210
"2995","43 Rio Grande do Sul",43,2018,6,"2018-06-01",5,1,210
"3012","50 Mato Grosso do Sul",50,2018,6,"2018-06-01",171,41,210
"3032","51 Mato Grosso",51,2018,6,"2018-06-01",353,99,210
"3053","52 Goiás",52,2018,6,"2018-06-01",6042,1375,210
"3070","53 Distrito Federal",53,2018,6,"2018-06-01",193,51,210
"3080","11 Rondônia",11,2018,7,"2018-07-01",27,11,211
"3108","12 Acre",12,2018,7,"2018-07-01",213,59,211
"3123","13 Amazonas",13,2018,7,"2018-07-01",192,56,211
"3136","14 Roraima",14,2018,7,"2018-07-01",12,5,211
"3155","15 Pará",15,2018,7,"2018-07-01",134,33,211
"3180","16 Amapá",16,2018,7,"2018-07-01",37,12,211
"3193","17 Tocantins",17,2018,7,"2018-07-01",52,16,211
"3216","21 Maranhão",21,2018,7,"2018-07-01",72,33,211
"3237","22 Piauí",22,2018,7,"2018-07-01",141,36,211
"3250","23 Ceará",23,2018,7,"2018-07-01",294,68,211
"3274","24 Rio Grande do Norte",24,2018,7,"2018-07-01",2821,1449,211
"3296","25 Paraíba",25,2018,7,"2018-07-01",1102,371,211
"3314","26 Pernambuco",26,2018,7,"2018-07-01",906,482,211
"3329","27 Alagoas",27,2018,7,"2018-07-01",219,61,211
"3346","28 Sergipe",28,2018,7,"2018-07-01",18,6,211
"3366","29 Bahia",29,2018,7,"2018-07-01",514,186,211
"3388","31 Minas Gerais",31,2018,7,"2018-07-01",791,226,211
"3404","32 Espírito Santo",32,2018,7,"2018-07-01",934,255,211
"3425","33 Rio de Janeiro",33,2018,7,"2018-07-01",874,247,211
"3445","35 São Paulo",35,2018,7,"2018-07-01",749,147,211
"3466","41 Paraná",41,2018,7,"2018-07-01",50,9,211
"3487","42 Santa Catarina",42,2018,7,"2018-07-01",6,3,211
"3508","43 Rio Grande do Sul",43,2018,7,"2018-07-01",4,0,211
"3525","50 Mato Grosso do Sul",50,2018,7,"2018-07-01",108,23,211
"3545","51 Mato Grosso",51,2018,7,"2018-07-01",219,58,211
"3566","52 Goiás",52,2018,7,"2018-07-01",2669,588,211
"3583","53 Distrito Federal",53,2018,7,"2018-07-01",113,31,211
"3593","11 Rondônia",11,2018,8,"2018-08-01",25,11,212
"3621","12 Acre",12,2018,8,"2018-08-01",206,63,212
"3636","13 Amazonas",13,2018,8,"2018-08-01",161,33,212
"3649","14 Roraima",14,2018,8,"2018-08-01",29,16,212
"3668","15 Pará",15,2018,8,"2018-08-01",236,64,212
"3693","16 Amapá",16,2018,8,"2018-08-01",58,20,212
"3706","17 Tocantins",17,2018,8,"2018-08-01",65,21,212
"3729","21 Maranhão",21,2018,8,"2018-08-01",89,37,212
"3750","22 Piauí",22,2018,8,"2018-08-01",120,30,212
"3763","23 Ceará",23,2018,8,"2018-08-01",280,82,212
"3787","24 Rio Grande do Norte",24,2018,8,"2018-08-01",2018,951,212
"3809","25 Paraíba",25,2018,8,"2018-08-01",732,275,212
"3827","26 Pernambuco",26,2018,8,"2018-08-01",824,382,212
"3842","27 Alagoas",27,2018,8,"2018-08-01",204,71,212
"3859","28 Sergipe",28,2018,8,"2018-08-01",22,9,212
"3879","29 Bahia",29,2018,8,"2018-08-01",479,159,212
"3901","31 Minas Gerais",31,2018,8,"2018-08-01",504,147,212
"3917","32 Espírito Santo",32,2018,8,"2018-08-01",669,161,212
"3938","33 Rio de Janeiro",33,2018,8,"2018-08-01",482,124,212
"3958","35 São Paulo",35,2018,8,"2018-08-01",516,134,212
"3979","41 Paraná",41,2018,8,"2018-08-01",40,11,212
"4000","42 Santa Catarina",42,2018,8,"2018-08-01",4,2,212
"4021","43 Rio Grande do Sul",43,2018,8,"2018-08-01",2,1,212
"4038","50 Mato Grosso do Sul",50,2018,8,"2018-08-01",67,17,212
"4058","51 Mato Grosso",51,2018,8,"2018-08-01",175,64,212
